[0-0]R=327241; MaxAge=31; Rsp=0.000083;(0.000000)(0.000000)(0.000000)(0.000083)
[0-0]R=327353; MaxAge=50; Rsp=0.000078;(0.000000)(0.000000)(0.000000)(0.000077)
[0-0]R=327357; MaxAge=14; Rsp=0.000065;(0.000000)(0.000000)(0.000000)(0.000065)
[0-0]R=327361; MaxAge=33; Rsp=0.000061;(0.000000)(0.000000)(0.000000)(0.000061)
[0-0]R=327365; MaxAge=51; Rsp=0.000065;(0.000000)(0.000000)(0.000000)(0.000065)
[0-0]R=327369; MaxAge=54; Rsp=0.000080;(0.000000)(0.000000)(0.000000)(0.000079)
[0-0]R=327373; MaxAge=24; Rsp=0.000080;(0.000000)(0.000000)(0.000000)(0.000080)
[0-0]R=327377; MaxAge=52; Rsp=0.000069;(0.000000)(0.000000)(0.000000)(0.000069)
[0-0]R=327381; MaxAge=19; Rsp=0.000074;(0.000000)(0.000000)(0.000000)(0.000073)
[0-0]R=327385; MaxAge=36; Rsp=0.000058;(0.000000)(0.000000)(0.000000)(0.000057)
[0-0]R=327389; MaxAge=56; Rsp=0.000079;(0.000000)(0.000000)(0.000000)(0.000078)
[0-0]R=327393; MaxAge=20; Rsp=0.000081;(0.000000)(0.000000)(0.000000)(0.000081)
[0-0]R=327397; MaxAge=35; Rsp=0.000081;(0.000000)(0.000000)(0.000000)(0.000081)
[0-0]R=327401; MaxAge=55; Rsp=0.000074;(0.000000)(0.000000)(0.000000)(0.000073)
[0-0]R=327405; MaxAge=19; Rsp=0.000082;(0.000000)(0.000000)(0.000000)(0.000082)
[0-0]R=327409; MaxAge=40; Rsp=0.000070;(0.000000)(0.000000)(0.000000)(0.000069)
[0-0]R=327413; MaxAge=44; Rsp=0.000055;(0.000000)(0.000000)(0.000000)(0.000055)
[0-0]R=327417; MaxAge=6; Rsp=0.000075;(0.000000)(0.000000)(0.000000)(0.000074)
[0-0]R=327421; MaxAge=27; Rsp=0.000067;(0.000000)(0.000000)(0.000000)(0.000067)
[0-0]R=327425; MaxAge=21; Rsp=0.000073;(0.000000)(0.000000)(0.000000)(0.000072)
[0-0]R=327429; MaxAge=39; Rsp=0.000065;(0.000000)(0.000000)(0.000000)(0.000065)
[0-0]R=327433; MaxAge=3; Rsp=0.000059;(0.000000)(0.000000)(0.000000)(0.000058)
[0-0]R=327437; MaxAge=25; Rsp=0.000080;(0.000000)(0.000000)(0.000000)(0.000080)
[0-0]R=327441; MaxAge=46; Rsp=0.000074;(0.000000)(0.000000)(0.000000)(0.000073)
[0-0]R=327445; MaxAge=14; Rsp=0.000070;(0.000000)(0.000000)(0.000000)(0.000070)
[0-0]R=327449; MaxAge=35; Rsp=0.000087;(0.000000)(0.000000)(0.000000)(0.000086)
[0-0]R=327453; MaxAge=44; Rsp=0.000078;(0.000000)(0.000000)(0.000000)(0.000077)
[0-0]R=327457; MaxAge=11; Rsp=0.000077;(0.000000)(0.000000)(0.000000)(0.000076)
[0-0]R=327461; MaxAge=36; Rsp=0.000076;(0.000000)(0.000000)(0.000000)(0.000076)
[0-0]R=327465; MaxAge=55; Rsp=0.000072;(0.000000)(0.000000)(0.000000)(0.000072)
[0-0]R=327469; MaxAge=15; Rsp=0.000073;(0.000000)(0.000000)(0.000000)(0.000073)
[0-0]R=327473; MaxAge=36; Rsp=0.000078;(0.000000)(0.000000)(0.000000)(0.000077)
[0-0]R=327477; MaxAge=56; Rsp=0.000080;(0.000000)(0.000000)(0.000000)(0.000080)
[0-0]R=327481; MaxAge=15; Rsp=0.000087;(0.000000)(0.000000)(0.000000)(0.000086)
[0-0]R=327485; MaxAge=29; Rsp=0.000082;(0.000000)(0.000000)(0.000000)(0.000081)
[0-0]R=327489; MaxAge=49; Rsp=0.000081;(0.000000)(0.000000)(0.000000)(0.000080)
[0-0]R=327493; MaxAge=13; Rsp=0.000080;(0.000000)(0.000000)(0.000000)(0.000080)
[0-0]R=327497; MaxAge=33; Rsp=0.000075;(0.000000)(0.000000)(0.000000)(0.000075)
[0-0]R=327501; MaxAge=53; Rsp=0.000070;(0.000000)(0.000000)(0.000000)(0.000070)
[0-0]R=327505; MaxAge=15; Rsp=0.000082;(0.000000)(0.000000)(0.000000)(0.000082)
[0-0]R=327509; MaxAge=41; Rsp=0.000081;(0.000000)(0.000000)(0.000000)(0.000080)
[0-0]R=327513; MaxAge=40; Rsp=0.000090;(0.000000)(0.000000)(0.000000)(0.000089)
[0-0]R=327517; MaxAge=56; Rsp=0.000083;(0.000000)(0.000000)(0.000000)(0.000082)
[0-0]R=327521; MaxAge=10; Rsp=0.000081;(0.000000)(0.000000)(0.000000)(0.000081)
[0-0]R=327525; MaxAge=32; Rsp=0.000074;(0.000000)(0.000000)(0.000000)(0.000073)
[0-0]R=327529; MaxAge=56; Rsp=0.000075;(0.000000)(0.000000)(0.000000)(0.000075)
[0-0]R=327533; MaxAge=23; Rsp=0.000082;(0.000000)(0.000000)(0.000000)(0.000082)
[0-0]R=327537; MaxAge=40; Rsp=0.000080;(0.000000)(0.000000)(0.000000)(0.000080)
[0-0]R=327541; MaxAge=7; Rsp=0.000082;(0.000000)(0.000000)(0.000000)(0.000082)
[0-0]R=327545; MaxAge=30; Rsp=0.000057;(0.000000)(0.000000)(0.000000)(0.000057)
[0-0]R=327549; MaxAge=40; Rsp=0.000059;(0.000000)(0.000000)(0.000000)(0.000059)
[0-0]R=327553; MaxAge=58; Rsp=0.000077;(0.000000)(0.000000)(0.000000)(0.000076)
[0-0]R=327557; MaxAge=22; Rsp=0.000079;(0.000000)(0.000000)(0.000000)(0.000079)
[0-0]R=327561; MaxAge=47; Rsp=0.000079;(0.000000)(0.000000)(0.000000)(0.000079)
[0-0]R=327565; MaxAge=7; Rsp=0.000072;(0.000000)(0.000000)(0.000000)(0.000072)
[0-0]R=327569; MaxAge=10; Rsp=0.000120;(0.000000)(0.000000)(0.000000)(0.000119)
[0-0]R=327573; MaxAge=32; Rsp=0.000073;(0.000000)(0.000000)(0.000000)(0.000072)
[0-0]R=327577; MaxAge=52; Rsp=0.000071;(0.000000)(0.000000)(0.000000)(0.000070)
[0-0]R=327581; MaxAge=13; Rsp=0.000070;(0.000000)(0.000000)(0.000000)(0.000069)
[0-0]R=327585; MaxAge=37; Rsp=0.000068;(0.000000)(0.000000)(0.000000)(0.000068)
[0-0]R=327589; MaxAge=56; Rsp=0.000068;(0.000000)(0.000000)(0.000000)(0.000068)
[0-0]R=327593; MaxAge=21; Rsp=0.000078;(0.000000)(0.000000)(0.000000)(0.000077)
[0-0]R=327597; MaxAge=39; Rsp=0.000062;(0.000000)(0.000000)(0.000000)(0.000062)
[0-0]R=327601; MaxAge=58; Rsp=0.000088;(0.000000)(0.000000)(0.000000)(0.000087)
[0-0]R=327605; MaxAge=22; Rsp=0.000080;(0.000000)(0.000000)(0.000000)(0.000080)
[0-0]R=327609; MaxAge=44; Rsp=0.000073;(0.000000)(0.000000)(0.000000)(0.000072)
[0-0]R=327613; MaxAge=13; Rsp=0.000082;(0.000000)(0.000000)(0.000000)(0.000082)
[0-0]R=327617; MaxAge=34; Rsp=0.000064;(0.000000)(0.000000)(0.000000)(0.000064)
[0-0]R=327621; MaxAge=55; Rsp=0.000073;(0.000000)(0.000000)(0.000000)(0.000073)
[0-0]R=327625; MaxAge=23; Rsp=0.000080;(0.000000)(0.000000)(0.000000)(0.000079)
[0-0]R=327629; MaxAge=34; Rsp=0.000072;(0.000000)(0.000000)(0.000000)(0.000071)
[0-0]R=327633; MaxAge=58; Rsp=0.000060;(0.000000)(0.000000)(0.000000)(0.000059)
[0-0]R=327637; MaxAge=18; Rsp=0.000084;(0.000000)(0.000000)(0.000000)(0.000083)
[0-0]R=327641; MaxAge=40; Rsp=0.000074;(0.000000)(0.000000)(0.000000)(0.000074)
[0-0]R=327645; MaxAge=5; Rsp=0.000083;(0.000000)(0.000000)(0.000000)(0.000083)
[0-0]R=327649; MaxAge=30; Rsp=0.000086;(0.000000)(0.000000)(0.000000)(0.000086)
[0-0]R=327653; MaxAge=52; Rsp=0.000082;(0.000000)(0.000000)(0.000000)(0.000081)
[0-0]R=327657; MaxAge=20; Rsp=0.000075;(0.000000)(0.000000)(0.000000)(0.000074)
[0-0]R=327661; MaxAge=43; Rsp=0.000073;(0.000000)(0.000000)(0.000000)(0.000072)
[0-0]R=327665; MaxAge=11; Rsp=0.000083;(0.000000)(0.000000)(0.000000)(0.000082)
[0-0]R=327669; MaxAge=33; Rsp=0.000069;(0.000000)(0.000000)(0.000000)(0.000069)
[0-0]R=327673; MaxAge=57; Rsp=0.000076;(0.000000)(0.000000)(0.000000)(0.000075)
[0-0]R=327677; MaxAge=50; Rsp=0.000098;(0.000000)(0.000000)(0.000000)(0.000097)
[0-0]R=327681; MaxAge=14; Rsp=0.000079;(0.000000)(0.000000)(0.000000)(0.000079)
[0-0]R=327685; MaxAge=38; Rsp=0.000074;(0.000000)(0.000000)(0.000000)(0.000073)
[0-0]R=327689; MaxAge=9; Rsp=0.000102;(0.000000)(0.000000)(0.000000)(0.000101)
[0-0]R=327693; MaxAge=28; Rsp=0.000078;(0.000000)(0.000000)(0.000000)(0.000077)
[0-0]R=327697; MaxAge=52; Rsp=0.000078;(0.000000)(0.000000)(0.000000)(0.000077)
[0-0]R=327701; MaxAge=6; Rsp=0.000083;(0.000000)(0.000000)(0.000000)(0.000082)
[0-0]R=327705; MaxAge=26; Rsp=0.000072;(0.000000)(0.000000)(0.000000)(0.000072)
[0-0]R=327709; MaxAge=47; Rsp=0.000077;(0.000000)(0.000000)(0.000000)(0.000077)
[0-0]R=327713; MaxAge=15; Rsp=0.000076;(0.000000)(0.000000)(0.000000)(0.000076)
[0-0]R=327717; MaxAge=20; Rsp=0.000077;(0.000000)(0.000000)(0.000000)(0.000077)
[0-0]R=327721; MaxAge=42; Rsp=0.000077;(0.000000)(0.000000)(0.000000)(0.000077)
[0-0]R=327725; MaxAge=12; Rsp=0.000072;(0.000000)(0.000000)(0.000000)(0.000072)
[0-0]R=327729; MaxAge=53; Rsp=0.000069;(0.000000)(0.000000)(0.000000)(0.000069)
[0-0]R=327733; MaxAge=13; Rsp=0.000082;(0.000000)(0.000000)(0.000000)(0.000081)
[4037-1]R=328531; MaxAge=382; Rsp=0.026719;(0.012704)(0.005297)(0.008584)(0.000134)
[4037-2]R=328535; MaxAge=381; Rsp=0.026875;(0.012392)(0.005501)(0.008742)(0.000240)
[4037-3]R=328539; MaxAge=380; Rsp=0.026145;(0.012310)(0.005526)(0.008180)(0.000129)
[4037-4]R=328543; MaxAge=379; Rsp=0.026521;(0.012335)(0.005509)(0.008551)(0.000126)
[4037-5]R=328547; MaxAge=377; Rsp=0.026367;(0.012295)(0.005497)(0.008436)(0.000139)
[4037-6]R=328551; MaxAge=377; Rsp=0.026600;(0.012332)(0.005521)(0.008595)(0.000152)
[4037-7]R=328555; MaxAge=376; Rsp=0.026576;(0.012346)(0.005601)(0.008491)(0.000138)
[4037-8]R=328559; MaxAge=375; Rsp=0.026523;(0.012296)(0.005491)(0.008598)(0.000138)
[4037-9]R=328563; MaxAge=373; Rsp=0.028001;(0.012818)(0.006028)(0.009027)(0.000128)
[4037-10]R=328567; MaxAge=372; Rsp=0.028112;(0.012751)(0.005979)(0.009119)(0.000263)
[996-1]R=328581; MaxAge=415; Rsp=0.027602;(0.012889)(0.005936)(0.008566)(0.000211)
[996-2]R=328585; MaxAge=416; Rsp=0.026367;(0.012189)(0.005540)(0.008519)(0.000119)
[996-3]R=328589; MaxAge=415; Rsp=0.026562;(0.012321)(0.005547)(0.008578)(0.000116)
[996-4]R=328593; MaxAge=414; Rsp=0.026575;(0.012344)(0.005512)(0.008589)(0.000130)
[996-5]R=328597; MaxAge=413; Rsp=0.026567;(0.012376)(0.005488)(0.008578)(0.000125)
[996-6]R=328601; MaxAge=412; Rsp=0.026575;(0.012359)(0.005488)(0.008606)(0.000122)
[996-7]R=328605; MaxAge=411; Rsp=0.026673;(0.012442)(0.005478)(0.008579)(0.000174)
[996-8]R=328609; MaxAge=411; Rsp=0.026596;(0.012336)(0.005503)(0.008614)(0.000143)
[996-9]R=328613; MaxAge=410; Rsp=0.026614;(0.012368)(0.005501)(0.008607)(0.000138)
[996-10]R=328617; MaxAge=409; Rsp=0.026622;(0.012295)(0.005531)(0.008672)(0.000124)
[996-11]R=328621; MaxAge=407; Rsp=0.028093;(0.012918)(0.006034)(0.009060)(0.000081)
[996-12]R=328625; MaxAge=407; Rsp=0.028063;(0.012840)(0.005997)(0.009092)(0.000134)
[996-13]R=328629; MaxAge=407; Rsp=0.028131;(0.012885)(0.006019)(0.009104)(0.000123)
[996-14]R=328633; MaxAge=408; Rsp=0.027145;(0.012247)(0.005644)(0.009127)(0.000127)
[4841-1]R=329140; MaxAge=863; Rsp=0.030007;(0.013184)(0.005712)(0.011027)(0.000084)
[4841-2]R=329144; MaxAge=863; Rsp=0.028108;(0.012879)(0.005986)(0.009113)(0.000130)
[4841-3]R=329148; MaxAge=864; Rsp=0.026614;(0.012723)(0.005076)(0.008728)(0.000087)
[8315-1]R=329180; MaxAge=912; Rsp=0.027280;(0.012762)(0.006011)(0.008364)(0.000143)
[8315-2]R=329184; MaxAge=912; Rsp=0.028048;(0.012801)(0.005984)(0.009111)(0.000152)
[8315-3]R=329188; MaxAge=912; Rsp=0.027182;(0.012882)(0.005911)(0.008245)(0.000144)
[8315-4]R=329192; MaxAge=912; Rsp=0.028094;(0.012895)(0.005975)(0.009094)(0.000130)
[8315-5]R=329196; MaxAge=912; Rsp=0.028117;(0.012910)(0.005941)(0.009140)(0.000126)
[8315-6]R=329200; MaxAge=912; Rsp=0.028087;(0.012886)(0.005983)(0.009100)(0.000118)
[8315-7]R=329204; MaxAge=910; Rsp=0.028083;(0.012869)(0.005997)(0.009085)(0.000132)
